35650               ,FORKLIFT PSN WAREHOUSE                  
E16PL03          ,"PANEL, LCP L1 PACKING PLANT 1           "
E16PL04          ,"PANEL, LCP L1 PACKING PLANT 2           "
E16PLC1          ,"PANEL, PLC L1 PACKING PLANT 1           "
E16PLC2          ,"PANEL, PLC L1 PACKING PLANT 2           "
E16SW01          ,SWITCH GEAR L1 PP 1&2 415V PANEL        
E16TR01          ,TRANSFORMER L1 PACKING PLANT 1&2        
E17SW01          ,SWITCH GEAR L1 SHALE CRUSHING 415V      
E17TR01          ,TRANSFORMER L1 SHALE CRUSHING           
E1OPL06          ,"PANEL, UPS L1, ER8 (CHLORIDE)           "
E471PL1          ,"PANEL, CONTROL CABINET -471GQ1          "
E471PL2          ,"PANEL, CONTROL CABINET -471GQ2          "
EA1CMCC          ,PANEL COAL MILL 4 ELECTRICAL MCC        
EA1CPL1          ,"PANEL, PLC COAL MILL 4 ELECTRICAL       "
EA1CPL2          ,PANEL COAL MILL 4 CAPACITOR BANK PANEL  
EA1CSW1          ,SWITCH GEAR COAL MILL 4 ELECTRICAL      
EA1CTR0          ,TRANSFORMER COAL MILL 4 TRAMSFORMER     
EPL              ,LINE 1 ELECTRICAL PANEL                 
ESW              ,LINE 1 SWITCHGEAR GROUP                 
ETR              ,LINE 1 TRANSFORMER GROUP                
MTSTR01          ,TRANSFORMER MTS LINE 1 20MVA 132KV/6.6KV
OLD              ,LINE 1 TRANS OLD NAME                   
PH/CC/E          ,PREHEATER 1 / COOLER ELECTRICAL GROUP   
PHKLCCP          ,PREHEATER/KILN 1 PANEL GROUP            
PHKLCCT          ,PREHEATER/KILN 1 TRANSFORMER GROUP      
PLC              ,LINE 1 PLC GROUP                        
PLCSVR01         ,LINE 1 PLC SERVER 01                    
PLCSVR02         ,LINE 1 PLC SERVER 02                    
PP1ELE0          ,PACKING PLANT 1 ELECTRICAL PANEL        
PP2ELE0          ,PACKING PLANT 2 ECLECTRICAL PANEL       
RM1ELE0          ,RAW MILL 1 ELECTRICAL GROUP             
200,LIMESTONES QUARRYING EQUIPMENT          
20C              ,OLD MOBILE CRUSHER                      
20CAI01          ,"AIR, CONDITION MOBILE CRUSHER           "
20CELEC          ,MOBILE CRUSHER ELECTRICAL PANEL GROUP   
20D              ,NEW MOBILE CRUSHER                      
20E              ,CHINA MOBILE CRUSHER                    
210,ONK CRUSHER                             
210AC01          ,"CONV, FEEDER, APRON, L/STONE TO CRSHR   "
210AI01          ,"AIR, CONDITION ELECTRIC ROOM1           "
210AI02          ,"AIR, CONDITION ELECTRIC ROOM2           "
210BC01          ,"CONVEYOR, BELT LIMESTONE                "
210BC02          ,"CONVEYOR, BELT LIMESTONE                "
210BC03          ,"CONVEYOR, BELT LIMESTONE                "
210BF01          ,"FILTER, BAG LIMSTONE CRUSHER            "
210BF02          ,"FILTER, BAG FOR BELT CONVEYOR           "
210BF03          ,"FILTER, BAG FOR CONVEYOR BELT           "
210BF04          ,"FILTER, BAG FOR LIMESTONE (QUARY)       "
210CA01          ,"CRANE, OVERHEAD TRAVEL FOR L/STONE CRSHR"
210CA02          ,"HOIST, ELECTRIC FOR O&K CRUSHER HMR RMVL"
210CP01          ,COMPRESSOR LIMESTONE O&K CRUSHER        
210DA01          ,DAMPER 210FN01 BAG FILTER EXHAUST FAN   
210FN01          ,"FAN, EXHAUST FOR 210BF01 BAG FILTER     "
210GA01          ,"GATE, FINGER FOR VERTICAL SHAFT         "
210HC01          ,"CRUSHER, HAMMER, O&K LIMESTONE          "
210HY01          ,"HYDRAULIC, ACTUATOR UNIT FINGER GATE    "
210LG01          ,LIGHTING O&K CRUSHER                    
210SX01          ,"CNVR, SCRPR UNDER APRON FEEDER, LMSTONE "
210TR01          ,"TRANS O&K DPT TOSHIBA, 630KVA,6.6KV/433V"
210WP01          ,"PUMP, WATER LIMESTONE O&K CRUSHER       "
211,LIMESTONE TRANSPORT SYSTEM              
211BC04          ,"CONVEYOR, BELT LIMESTONE                "
211BC05          ,"CONVEYOR, BELT LIMESTONE                "
211BC06          ,"CONVEYOR, BELT LIMESTONE, LSTONE STORAGE"
211BC07          ,"CONVEYOR, BELT LIMESTONE                "
211BC08          ,"CONVEYOR, BELT LIMESTONE                "
211BC09          ,"CONV,BELT L/STONE, FOR OUTSIDE STOCKPILE"
211BC10          ,"CONV, BELT L/STONE, FOR STOCKYARD 40000T"
211BF04          ,"FILTER, BAG FOR BELT CONVEYOR           "
211BF05          ,"FILTER, BAG FOR BELT CONVEYOR           "
211BF06          ,"FILTER, BAG FOR BELT CONVEYOR           "
211BW01          ,"SCALE, BELT LIMESTONE                   "
211FN01          ,"FAN, EXHAUST 211BF04 BAG FILTER         "
211FN02          ,"FAN, EXHAUST                            "
211GA02          ,"GATE, DAMPER                            "
211GA03          ,"GATE, DAMPER                            "
211ST01          ,STACKER LIMESTONE                       
211VS01          ,"SCREEN, VIBRATING FOR LIMESTONETO BC5   "
212,REJECT LIMESTONE LINE                   
212BC01          ,"CONVEYOR, BELT LIMESTONE REJECT         "
212BC02          ,"CONVEYOR, BELT LIMESTONE REJECT         "
212BC03          ,"CONVEYOR, BELT LIMESTONE BELT TO BC5    "
215,SAND STORAGE AND TRANSPORT              
215BC01          ,"CONVEYOR, BELT IRON ORE/SAND FEEDING    "
215BC02          ,"CONVEYOR, BELT SAND BELT TO STORAGE BIN "
215HP01          ,HOPPER IRON ORE                         
215SI01          ,350 TONS SAND SILO 350 TONS SAND SILO   
21C              ,OLD PRIMARY MOBILE CRUSHER              
21CBC01          ,"CONVEYOR, BELT FROM LIMESTONE CRUSHER QR"
21CBC02          ,"CONVEYOR, BELT TO PRIMARY STOCKPILE QR  "
21CBF01          ,"FILTER, BAG FOR BC1&2 QR                "
21CCA01          ,"HOIST, E'RIC MOBILE PRIMARY CRUSHER, QRY"
21CCR01          ,"CRUSHER, JAW 600T/HR FOR LIMESTONE QR   "
21CHB01          ,"BREAKER, HYDRAULIC LIMESTONE            "
21CHP01          ,HOPPER LIMESTONE                        
21CLG01          ,LIGHTING MOBILE CRUSHER                 
21CTR01          ,"TRANS MBL CRUSH DEPT 1500KVA, 6.6KV/415V"
21CVF01          ,"FEEDER, VIBRATING, GRIZZLY LIMESTONE QR "
21D              ,NEW PRIMARY MOBILE CRUSHER              
21DBC01          ,"CONVEYOR, BELT, 1                       "
21DBC02          ,"CONVEYOR, BELT, 2                       "
21DBF01          ,"FILTER, BAG                             "
21DCP01          ,"COMPRESSOR, AIR FOR PRIMARY BAG FILTER  "
21DCR01          ,"CRUSHER, JAW, PRIMARY                   "
21DDC01          ,"SUPPRESSION SYSTEM, WET DUST LIMESTONE  "
21DFN01          ,"FAN, EXHAUST BAG FILTER                 "
21DHB01          ,"BREAKER, HYDRAULIC                      "
21DHP01          ,HOPPER LIMESTONE DUMP                   
21DRF01          ,"FEEDER, ROTARY BAG FILTER               "
21DVF01          ,"FEEDER, VIBRATING, GRIZZLY PRIMARY      "
21DWP01          ,"PUMP, SPRINKLER, 1 DUST CONTROL         "
21DWP01SN1       ,"SPRINKLER, WATER, DUST CONTROL, 1       "
21DWP01SN2       ,"SPRINKLER, WATER, DUST CONTROL, 2       "
21DWP02          ,"PUMP, SPRINKLER, 2 DUST CONTROL         "
21DWT01          ,"TANK, WATER                             "
21EBC01          ,"CONVEYOR,BELT,1                         "
21EBC02          ,"CONVEYOR,BELT,2                         "
21EBC03          ,"CONVEYOR,BELT,3                         "
21EBC04          ,"CONVEYOR,BELT,4                         "
21EBC05          ,"CONVEYOR,BELT,5                         "
21EBC06          ,"CONVEYOR,BELT,6                         "
21ECR01          ,"CRUSHER,JAW,PRIMARY                     "
21ECR02          ,"CRUSHER, SECONDARY, IMPACT              "
21EGE01          ,"GENERATOR, MOBILE                       "
21EHY01          ,"HYDRAULIC, ACTUATOR UNIT                "
21EMS01          ,"SEPARATOR, MAGNETIC                     "
21EVF01          ,Vibrating Feeder (Grizlly Feeder)       
21EVS01          ,"SCREEN, VIBRATING                       "
22C              ,OLD SECONDARY MOBILE CRUSHER            
22CBC03          ,"CONVEYOR, BELT TO HAMMER MILL QR        "
22CCA01          ,"HOIST, ELECTRIC MOBILE SECONDARY, QUARRY"
22CHC01          ,"CRUSHER, HAMMER, MILL FOR LIMESTONE QR  "
22CVS01          ,"SCRN VIBRATING, PAN, 1 BLW STOCK PILE QR"
22CVS02          ,"SCRN VIBRATING ,PAN, 2 BLW STOCK PILE QR"
22CVS03          ,"SCRN VIBRATING ,PAN, 3 BLW STOCK PILE QR"
22D              ,NEW SECONDARY CRUSHER                   
22DAF01          ,"FEEDER, APRON, 1                        "
22DAF02          ,"FEEDER, APRON, 2                        "
22DBC01          ,"CONVEYOR, BELT, 1                       "
22DBC02          ,"CONVEYOR, BELT, 2                       "
22DBC03          ,"CONVEYOR, BELT, 3                       "
22DBC04          ,"CONVEYOR, BELT, RETURN, 4               "
22DBF01          ,"FILTER, BAG, 1                          "
22DBF02          ,"FILTER, BAG, 2                          "
22DCP01          ,"COMPRESSOR, AIR FOR SECONDARY BAG FILTER"
22DCR01          ,"CRUSHER, SECONDARY, IMPACT              "
22DFN01          ,"FAN, EXHAUST, 1 BAG FILTER              "
22DFN02          ,"FAN, EXHAUST, 2 BAG FILTER              "
22DGS01          ,"SCREEN, GRIZZLY, FIXED                  "
22DMD01          ,"DETECTOR, METAL                         "
22DRF01          ,"FEEDER, ROTARY, 1 BAG FILTER            "
22DRF02          ,"FEEDER, ROTARY, 2 BAG FILTER            "
22DSC01          ,"CONVEYOR, SCREW, 1                      "
22DSC02          ,"CONVEYOR, SCREW, 2                      "
22DVS01          ,"SCREEN, VIBRATING                       "
23C              ,LIMESTONE TRANSPORT GROUP C             
23CBC04          ,"CONVEYOR, BELT TO TT QR                 "
23CBC05          ,BELT CONVEYOR                           
23CBC06          ,BELT CONVEYOR                           
23CBC07          ,BELT CONVEYOR                           
23CBF01          ,"FILTER, BAG FOR HAMMER MILL QR          "
23CBF02          ,BAG FILTER                              
23CCP01          ,AIR COMPRESSOR MODEL GX11 ( I I KW)     
23CFN01          ,FAN BAG FILTER FAN                      
23CSC01          ,SCREW CONVEYOR FOR BAG FILTER (23CBF02) 
23CVS01          ,VIB SCRN 600 TPH (FRM SCNDRY MBL CRSHR) 
250,SHALE/IRON ORE TRANSPORT LINE           
250AI03          ,"AIR, CONDITION ELECTRIC ROOM 3          "
250BC01          ,"CONVEYOR, BELT                          "
250BC02          ,"CONVEYOR, BELT                          "
250BC03          ,"CONVEYOR, BELT                          "
250BC04          ,"CONVEYOR, BELT                          "
250BF01          ,"FILTER, BAG FOR BELT CONVEYOR           "
250BF02          ,"FILTER, BAG                             "
250BW01          ,"SCALE, BELT FOR SHALE/IRON ORE          "
250FN01          ,"FAN, EXHAUST FOR 250BF02 BAG FILTER     "
250GA01          ,GATE                                    
250ST01          ,STACKER SHALE/IRON ORE/SAND/FCC         
250VS01          ,"SCREEN, VIBRATING                       "
250WP01          ,"PUMP, WATER, SPRAY                      "
250WP02          ,"PUMP, WATER, SPRAY                      "
300,RAW MEAL PREPARATION LINE 2             
300LG01          ,LIGHTING RAW MILL NO.2                  
310,SHALE/IRON ORE RECLAIMING SYSTEM        
310BC01          ,"CONVEYOR, BELT SHALE                    "
310BC02          ,"CONVEYOR, BELT SHALE                    "
310BC03          ,"CONVEYOR, BELT SHALE                    "
310BC04          ,"CONVEYOR, BELT SHALE/IRON/ORE           "
310BC05          ,"CONVEYOR, BELT SHALE/IRON/ORE           "
310BC06          ,"CONVEYOR, BELT SHALE/IRON/ORE           "
310BC07          ,"CONVEYOR, BELT SHALE/IRON/ORE           "
310BC08          ,"CONVEYOR, BELT SHALE/IRON/ORE           "
310BC09          ,SHALE BELT CONVEYOR                     
310BF01          ,"FILTER, BAG FOR CONVEYOR BELT           "
310BF02          ,"FILTER, BAG FOR CONVEYOR BELT           "
310BF03          ,"FILTER, BAG                             "
310BF04          ,"FILTER, BAG                             "
310BF05          ,"FILTER, BAG                             "
310BI01          ,"BIN, STORAGE SHALE                      "
310BI02          ,"BIN, STORAGE IRON ORE                   "
310FN01          ,"FAN, EXHAUST FOR 310BF04 BAG FILTER     "
310FN02          ,"FAN, EXHAUST FOR 310BF05 BAG FILTER     "
310RR01          ,RECLAIMER SHALE IRON ORE                
315,SAND TRANSPORT SYSTEM                   
315AC01          ,"CNVYR, APRN SAND (Disposed 315BC05)  "
315BC01          ,"CONVEYOR, BELT SAND                     "
315BC02          ,"CONVEYOR, BELT, REVERSIBLE SAND         "
315BC03          ,"CONVEYOR, BELT SAND, TO LINE 1          "
315BC04          ,"CONVEYOR, BELT SAND, TO LINE 2          "
315BC05          ,"CONV, BELT SAND (Change eq from 315AC01)"
315BI01          ,"BIN, STORAGE SAND BIN FOR LINE 1        "
315BI02          ,"BIN, STORAGE SAND BIN FOR LINE 2        "
320,LIMESTONE RECLAIMING SYSTEM             
320BC01          ,"CONVEYOR, BELT LIMESTONE                "
320BC02          ,"CONVEYOR, BELT LIMESTONE                "
320BC03          ,"CONVEYOR, BELT LIMESTONE                "
320BC04          ,"CONVEYOR, BELT LIMESTONE                "
320BF01          ,"FILTER, BAG                             "
320BF02          ,"FILTER, BAG                             "
320BF03          ,"FILTER, BAG                             "
320BF04          ,"FILTER, BAG                             "
320BI01          ,"BIN, STORAGE LIMESTONE                  "
320RR01          ,RECLAIMER LIMESTONE                     
330,RAW MILL 2 FEED SYSTEM                  
330AC01          ,"CONV, FEEDER, APRN, L/STONE FOR RM 2    "
330AC02          ,"CONVEYOR, APRON, SHALE FOR RAW MILL 2   "
330BC01          ,"CONVEYOR, BELT FEEDING FOR RAW MILL2    "
330BF01          ,"FILTER, BAG                             "
330FN01          ,"FAN, EXHAUST FOR 330BF01 BAG FILTER     "
330RF01          ,ROTARY FEEDER FOR 330BF1                
330SX01          ,"SCRAPPER, CHAIN FOR 330AC1 RM 2, L/STONE"
330SX02          ,"CONV, SCRAPPER FOR 330AC2 RM 2, SHALE   "
330WF01          ,"FEEDER, WEIGH, LIMESTONE FOR RAW MILL 2 "
330WF02          ,"FEEDER, WEIGH, SHALE FOR RAW MILL 2     "
330WF03          ,"FEEDER, WEIGH,IRON ORE FOR RAW MILL2    "
330WF04          ,"FEEDER, WEIGHT SAND, FOR RAW MILL2      "
340,RM2 GRINDING SYSTEM                     
340AS01          ,"AIR SLIDE 340AS01, RAW MILL             "
340AS02          ,"AIR SLIDE 340AS02, RAW MILL             "
340AS03          ,"AIR SLIDE 340AS03, RAW MILL             "
340AS04          ,"AIR SLIDE 340AS04, RAW MILL             "
340AS05          ,"AIR SLIDE 340AS05, RAW MILL             "
340AS06          ,"AIR SLIDE 340AS06, RAW MILL             "
340AS07          ,"AIR SLIDE 340AS07, RAW MILL             "
340AS08          ,"AIR SLIDE, RETURN FOR 340FN08, RAW MILL "
340AS09          ,"AIR SLIDE, RETURN FOR 340AS09, RAW MILL "
340AS10          ,"AIR SLIDE, RETURN BYPASS RAW MILL       "
340BE01          ,"ELEVATOR, BUCKET RAW MILL               "
340BF01          ,"FILTER, BAG RAW MILL 2                  "
340BF02          ,"FILTER, BAG                             "
340BF03          ,"FILTER, BAG RAW MILL 2                  "
340BFN2          ,"FAN, EXHAUST RAW MILL 2 BAG FILTER 3    "
340BFN3          ,"FAN, EXHAUST RAW MILL 2 BAG FILTER 1    "
340BM01          ,"MILL, BALL RAW MILL 2                   "
340BM01LQ1       ,"LUB, PUMP, SPRAY 340BM01 RM 2 GIRTH GEAR"
340BM01OM4       ,"PUMP, OIL, HIGH PRESS 1st CMBR, 04      "
340BM01OM5       ,"PUMP, OIL, HIGH PRESSURE 2ND CHAMBER, 05"
340BM01OM6       ,"PUMP, OIL, LOW PRESSURE 1st CHAMBER, 06 "
340BM01OM7       ,"PUMP, OIL, HIGH PRESS. 2ND CHAMBER, 07  "
340BM01OM8       ,"PUMP, OIL, 8 340BM01 RM PINION SHAFT A  "
340BM01OM9       ,"PUMP, OIL, 9 340BM01 RM PINION SHAFT B  "
340BM01OMA       ,"PUMP, OIL, 10 GEARBOX A OIL PUMP 10     "
340BM01OMB       ,"PUMP, OIL, 11 GEARBOX B OIL PUMP 11     "
340BM01OME       ,"PUMP, OIL, 14 MOTOR OIL PUMP 14         "
340CA01          ,"CRANE, OVERHEAD TRAVELLING FOR MILL     "
340CA02          ,"CRANE, OVERHEAD TRAVELLING FOR RM 2     "
340CN01          ,"CYCLONE, DUST COLLECTOR FOR RAW MILL 2  "
340CN01MO1       ,"MTR, 1 RM2 340CN1, 2.2KW,1430RPM,415V   "
340CN01MO2       ,"MTR, 2 RM2 340CN1, 2.2KW,1430RPM,415V   "
340CN01MO3       ,"MTR, 3 RM2 340CN1, 2.2KW,1430RPM,415V   "
340CN01MO4       ,"MTR, 4 RM2 340CN1, 2.2KW,1430RPM,415V   "
340CP01          ,"COMPRESSOR, AIR, UTILITY                "
340DA01          ,"DAMPER, DOUBLE FLAP RAW MILL 2 INLET    "
340DA02          ,DAMPER COOLING AIR                      
340DA04          ,DAMPER GAS SHUTTER                      
340DA05          ,"DAMPER HOT AIR, FROM KILN 2 IDF         "
340DA06          ,"DAMPER BYPASS HOT AIR, FROM KILN 2      "
340DA07          ,"DAMPER COOLING AIR, FROM RAW MILL 2     "
340DA08          ,"DAMPER HOT AIR, TO RAW MILL EP          "
340DA09          ,DAMPER 340BF02 EXHAUST FAN              
340DA10          ,DAMPER 340FN04 RAW MILL 2 ID FAN        
340DA11          ,DAMPER 340FN03 CIRCULATING FAN          
340DU01          ,"DUCTING, GAS                            "
340FM01          ,"METER, FLOW RETURN                      "
340FN01          ,"FAN, TURBO, AIRSLIDE FOR AS01           "
340FN02          ,"FAN, TURBO, AIRSLIDE FOR AS02           "
340FN03          ,"FAN, CIRCULATING FOR BF01               "
340FN04          ,"FAN, INDUCED DRAFT RAW MILL 2           "
340FN05          ,"FAN, TURBO, AIRSLIDE FOR AS03           "
340FN06          ,"FAN, TURBO, AIRSLIDE FOR AS04           "
340FN07          ,"FAN, TURBO, AIRSLIDE FOR AS05           "
340FN08          ,"FAN, TURBO, AIRSLIDE FOR AS06           "
340FN09          ,"FAN, TURBO, AIRSLIDE FOR AS07           "
340FN10          ,"FAN, TURBO, AIRSLIDE FOR AS07           "
340FN11          ,"FAN, TURBO, AIRSLIDE FOR AS07           "
340FN12          ,"FAN, TURBO, AIRSLIDE FOR AS08           "
340FN13          ,"FAN, TURBO, AIRSLIDE FOR AS09           "
340FN14          ,"FAN, TURBO, AIRSLIDE FOR AS09           "
340FN15          ,"FAN, TURBO, AIRSLIDE FOR AS10           "
340FN16          ,"FAN, EXHAUST FOR BF02                   "
340FN17          ,NEW AIRSLIDE TURBO FAN                  
340PV01          ,"TANK, COMPRESSED AIR PRESSURE           "
340RF01          ,"FEEDER, ROTARY UNDER MULTI CYCLONE      "
340RF02          ,"FEEDER, ROTARY UNDER MULTI CYCLONE      "
340RF03          ,"FEEDER, ROTARY UNDER MULTI CYCLONE      "
340RF04          ,"FEEDER, ROTARY UNDER MULTI CYCLONE      "
340SR01          ,"SEPARATOR, CYCLONE RAW MILL 2           "
340SR01LQ1       ,"LUB, PUMP, GREASE RM2 CYC SEPARATOR, 103"
340SR01OM1       ,"PUMP, OIL RM 2 SPRATOR GEAR REDUCER, 104"
340SR02          ,"SEPARATOR, GRIT FOR RAW MILL 2          "
340TR01          ,"TOSHIBA, 2000KVA, 6.6KV/433V            "
340TR02          ,"TRANS 340FN04 TOSHIBA, 1000KVA,         "
370,RAW MEAL 2 TRANSPORT SYSTEM             
370AL01          ,AIR LIFT RAW MILL 2                     
370AS01          ,AIR SLIDE RAW MEAL                      
370AS02          ,AIR SLIDE ON TOP OF SILO                
370AS03          ,AIR SLIDE RAW MEAL                      
